age_start,age_end,cases,deaths
0,9,596,0
10,19,901,0
20,29,3350,5
30,39,5344,28
40,49,9009,133
50,59,14779,606
60,69,14963,1776
70,79,15577,4532
80,89,12332,4992
90,MAX,2470,970
