age_start,age_end,cases,deaths
0,4,36,0
5,9,8,0
10,14,33,0
15,19,57,0
20,24,213,0
25,29,464,0
30,34,486,0
35,39,430,0
40,44,434,0
45,49,694,0
50,54,849,5
55,59,969,5
60,64,853,19
65,69,817,47
70,74,1078,85
75,79,1132,153
80,84,1010,199
85,89,809,188
90,94,352,50
95,MAX,113,20
,,,
