age_start,age_end,cases,deaths
0,9,202,1
10,19,411,2
20,29,4588,7
30,39,7913,23
40,49,11416,48
50,59,13894,110
60,69,10160,315
70,79,8954,922
80,89,10885,2045
90,MAX,5631,1197
