age_start,age_end,cases,deaths
0,9,428,0
10,19,512,0
20,29,2778,0
30,39,5033,17
40,49,9295,67
50,59,14508,243
60,69,13243,761
70,79,14198,2403
80,89,11001,2702
90,MAX,2538,608
