"age_start","age_end","cases","deaths"
0,"9",63,0
10,"19",162,0
20,"29",802,3
30,"39",1025,2
40,"49",1400,4
50,"59",1900,35
60,"69",1529,66
70,"79",1541,236
80,"89",1672,371
90,"MAX",848,202
