age_start,age_end,cases,deaths
0,9,244,0
10,19,261,0
20,29,1203,0
30,39,2465,14
40,49,4597,49
50,59,7998,190
60,69,8755,606
70,79,9303,1846
80,89,6195,1808
90,MAX,887,273
