age_start,age_end,cases,deaths
0,9,180,0
10,19,249,0
20,29,1510,0
30,39,2494,3
40,49,4570,18
50,59,6337,52
60,69,4394,154
70,79,4781,555
80,89,4734,894
90,MAX,1640,334
