age_start,age_end,cases,deaths
0,4,49,0
5,9,9,0
10,14,37,0
15,19,86,0
20,24,367,0
25,29,659,0
30,34,701,0
35,39,624,1
40,44,672,0
45,49,1004,5
50,54,1289,11
55,59,1483,18
60,64,1323,49
65,69,1226,102
70,74,1587,180
75,79,1672,332
80,84,1569,405
85,89,1359,349
90,94,681,150
95,MAX,210,49
NA,NA,20,0
