age_start,age_end,cases,deaths
0,9,84,0
10,19,117,0
20,29,732,0
30,39,1202,2
40,49,2123,9
50,59,2926,19
60,69,2025,57
70,79,2290,246
80,89,2100,402
90,MAX,694,155
