age_start,age_end,cases,deaths
0,0.9999,8,0
1,5,24,0
6,12,46,0
13,17,87,0
18,29,352,0
30,39,272,1
40,49,341,0
50,59,289,0
60,69,203,1
70,79,58,3
80,89,14,3
90,99,6,0
100,MAX,1,0
