age_start,age_end,cases,deaths
0,9,87,0
10,19,311,0
20,29,1079,0
30,39,1151,0
40,49,1302,0
50,59,1382,6
60,69,810,9
70,79,546,31
80,89,337,60
90,MAX,108,48
