title,description,datePublished,citation,keywords,license,funder,geographicDescription,northBoundCoord,eastBoundCoord,southBoundCoord,westBoundCoord,wktString,startDate,endDate
Epidemiological Data from the nCoV-2019 Outbreak: Early Descriptions from Publicly Available Data,"Location for summaries and analyses of data related to n-CoV 2019, first reported in Wuhan, China.",2020-03-04,NA,"coronavirus,wuhan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
